court_lin_heu_01,behaviour,ID,type,redYN,date,trial,time_of_day,age_male,HC_model_ID,TLC_model_ID,position_HC,position_TLC,light_HC,light_TLC,temp,hum,observer,broods,HC_type,exp_line,males_inside,resp_other_males,pref_other_males
0,court_init,A18_001,TLC,N,2018_05_11,1,31414,30,NA,NA,2,5,NA,NA,NA,NA,M,Stock(38),NA,NA,18,13,0.307692307692308
1,court_init,A18_042,TLC,N,2018_05_11,1,33640,7,NA,NA,2,5,NA,NA,NA,NA,M,Stock(38),NA,NA,18,12,0.0833333333333333
0,court_init,A18_035,HC,Y,2018_05_11,1,33707,9,NA,NA,2,5,NA,NA,NA,NA,M,Stock(45),Old_Stock,NA,18,15,0.266666666666667
0,court_init,A18_034,TLC,N,2018_05_11,1,33750,9,NA,NA,2,5,NA,NA,NA,NA,M,Stock(38),NA,NA,18,13,0.307692307692308
0,approach,A18_001,TLC,N,2018_05_11,1,33773,30,NA,NA,2,5,NA,NA,NA,NA,M,Stock(38),NA,NA,18,13,0.307692307692308
0,approach,A18_036,HC,Y,2018_05_11,1,33813,9,NA,NA,2,5,NA,NA,NA,NA,M,Stock(48),Old_Stock,NA,18,14,0.214285714285714
0,court_init,A18_001,TLC,N,2018_05_11,1,34099,30,NA,NA,2,5,NA,NA,NA,NA,M,Stock(38),NA,NA,18,13,0.307692307692308
0,approach,A18_042,TLC,N,2018_05_11,1,34109,7,NA,NA,2,5,NA,NA,NA,NA,M,Stock(38),NA,NA,18,12,0.0833333333333333
1,court_init,A18_036,HC,Y,2018_05_11,1,34163,9,NA,NA,2,5,NA,NA,NA,NA,M,Stock(48),Old_Stock,NA,18,14,0.214285714285714
0,approach,A18_034,TLC,N,2018_05_11,1,34324,9,NA,NA,2,5,NA,NA,NA,NA,M,Stock(38),NA,NA,18,13,0.307692307692308
0,court_init,A18_034,TLC,N,2018_05_11,1,34927,9,NA,NA,2,5,NA,NA,NA,NA,M,Stock(38),NA,NA,18,13,0.307692307692308
0,approach,A18_039,HC,Y,2018_05_11,1,35176,11,NA,NA,2,5,NA,NA,NA,NA,M,Stock(48),Old_Stock,NA,18,14,0.285714285714286
1,approach,A18_042,TLC,N,2018_05_11,1,35294,7,NA,NA,2,5,NA,NA,NA,NA,M,Stock(38),NA,NA,18,12,0.0833333333333333
1,approach,A18_042,TLC,N,2018_05_11,1,35322,7,NA,NA,2,5,NA,NA,NA,NA,M,Stock(38),NA,NA,18,12,0.0833333333333333
0,approach,A18_039,HC,Y,2018_05_11,1,36267,11,NA,NA,2,5,NA,NA,NA,NA,M,Stock(48),Old_Stock,NA,18,14,0.285714285714286
0,court_init,A18_041,HC,Y,2018_05_11,1,36342,17,NA,NA,2,5,NA,NA,NA,NA,M,Stock(48),Old_Stock,NA,18,15,0.266666666666667
0,approach,A18_045,TLC,N,2018_05_11,2,36672,4,NA,NA,1,4,NA,NA,NA,NA,M,Stock(12),NA,NA,18,14,1
1,court_init,A18_042,TLC,N,2018_05_11,2,36901,7,NA,NA,1,4,NA,NA,NA,NA,M,Stock(38),NA,NA,18,13,0.923076923076923
1,court_init,A18_037,HC,Y,2018_05_11,2,37030,9,NA,NA,1,4,NA,NA,NA,NA,M,Stock(45),Old_Stock,NA,18,14,0.928571428571429
1,court_init,A18_001,TLC,N,2018_05_11,2,37523,30,NA,NA,1,4,NA,NA,NA,NA,M,Stock(38),NA,NA,18,14,0.928571428571429
1,court_init,A18_038,HC,Y,2018_05_11,2,38841,21,NA,NA,1,4,NA,NA,NA,NA,M,Stock(23),Old_Stock,NA,18,12,0.916666666666667
1,court_init,A18_039,HC,Y,2018_05_11,2,39195,11,NA,NA,1,4,NA,NA,NA,NA,M,Stock(48),Old_Stock,NA,18,14,0.928571428571429
1,court_init,A18_036,HC,Y,2018_05_11,2,39422,9,NA,NA,1,4,NA,NA,NA,NA,M,Stock(48),Old_Stock,NA,18,13,0.923076923076923
1,court_init,A18_036,HC,Y,2018_05_11,2,39604,9,NA,NA,1,4,NA,NA,NA,NA,M,Stock(48),Old_Stock,NA,18,13,0.923076923076923
1,approach,A18_042,TLC,N,2018_05_11,2,39834,7,NA,NA,1,4,NA,NA,NA,NA,M,Stock(38),NA,NA,18,13,0.923076923076923
1,court_init,A18_034,TLC,N,2018_05_11,2,39838,9,NA,NA,1,4,NA,NA,NA,NA,M,Stock(38),NA,NA,18,11,0.909090909090909
1,approach,A18_034,TLC,N,2018_05_11,2,39874,9,NA,NA,1,4,NA,NA,NA,NA,M,Stock(38),NA,NA,18,11,0.909090909090909
1,court_init,A18_034,TLC,N,2018_05_11,2,39878,9,NA,NA,1,4,NA,NA,NA,NA,M,Stock(38),NA,NA,18,11,0.909090909090909
1,court_init,A18_038,HC,Y,2018_05_11,2,40113,21,NA,NA,1,4,NA,NA,NA,NA,M,Stock(23),Old_Stock,NA,18,12,0.916666666666667
1,approach,A18_034,TLC,N,2018_05_11,2,40132,9,NA,NA,1,4,NA,NA,NA,NA,M,Stock(38),NA,NA,18,11,0.909090909090909
1,sitting,A18_038,HC,Y,2018_05_11,2,40398,21,NA,NA,1,4,NA,NA,NA,NA,M,Stock(23),Old_Stock,NA,18,12,0.916666666666667
1,court_init,A18_041,HC,Y,2018_05_11,3,40873,17,NA,NA,6,3,NA,NA,NA,NA,M,Stock(48),Old_Stock,NA,18,11,0.727272727272727
1,approach,A18_001,TLC,N,2018_05_11,3,40877,30,NA,NA,6,3,NA,NA,NA,NA,M,Stock(38),NA,NA,18,12,0.75
1,court_init,A18_035,HC,Y,2018_05_11,3,41199,9,NA,NA,6,3,NA,NA,NA,NA,M,Stock(45),Old_Stock,NA,18,12,0.75
0,approach,A18_042,TLC,N,2018_05_11,3,41212,7,NA,NA,6,3,NA,NA,NA,NA,M,Stock(38),NA,NA,18,12,0.833333333333333
1,approach,A18_034,TLC,N,2018_05_11,3,41285,9,NA,NA,6,3,NA,NA,NA,NA,M,Stock(38),NA,NA,18,10,0.8
1,approach,A18_044,TLC,N,2018_05_11,3,41911,4,NA,NA,6,3,NA,NA,NA,NA,M,Stock(38),NA,NA,18,12,0.75
1,court_init,A18_041,HC,Y,2018_05_11,3,42020,17,NA,NA,6,3,NA,NA,NA,NA,M,Stock(48),Old_Stock,NA,18,11,0.727272727272727
0,court_init,A18_036,HC,Y,2018_05_11,3,42332,9,NA,NA,6,3,NA,NA,NA,NA,M,Stock(48),Old_Stock,NA,18,12,0.833333333333333
1,approach,A18_037,HC,Y,2018_05_11,3,42355,9,NA,NA,6,3,NA,NA,NA,NA,M,Stock(45),Old_Stock,NA,18,12,0.75
1,court_init,A18_038,HC,Y,2018_05_11,3,42513,21,NA,NA,6,3,NA,NA,NA,NA,M,Stock(23),Old_Stock,NA,18,11,0.727272727272727
1,court_init,A18_038,HC,Y,2018_05_11,3,42656,21,NA,NA,6,3,NA,NA,NA,NA,M,Stock(23),Old_Stock,NA,18,11,0.727272727272727
1,approach,A18_034,TLC,N,2018_05_11,3,42828,9,NA,NA,6,3,NA,NA,NA,NA,M,Stock(38),NA,NA,18,10,0.8
0,court_init,A18_034,TLC,N,2018_05_11,3,43398,9,NA,NA,6,3,NA,NA,NA,NA,M,Stock(38),NA,NA,18,10,0.8
0,court_init,A18_041,HC,Y,2018_05_16,1,33262,22,NA,NA,4,6,85422.8,52355.9,NA,NA,Alex,Stock(48),Old_Stock,NA,22,25,0.36
0,approach,A18_041,HC,Y,2018_05_16,1,33277,22,NA,NA,4,6,85422.8,52355.9,NA,NA,Alex,Stock(48),Old_Stock,NA,22,25,0.36
1,court_init,A18_037,HC,Y,2018_05_16,1,33299,14,NA,NA,4,6,88178.4,52355.9,NA,NA,Alex,Stock(45),Old_Stock,NA,22,27,0.259259259259259
1,approach,A18_009,HC,Y,2018_05_16,1,33506,37,NA,NA,4,6,85422.8,68889.3,NA,NA,Alex,Stock(19),Old_Stock,NA,22,29,0.310344827586207
0,approach,A18_041,HC,Y,2018_05_16,1,33548,22,NA,NA,4,6,85422.8,71644.9,NA,NA,Alex,Stock(48),Old_Stock,NA,22,25,0.36
1,approach,A18_040,HC,Y,2018_05_16,1,33745,19,NA,NA,4,6,82667.2,60622.6,NA,NA,Alex,Stock(19),Old_Stock,NA,22,29,0.310344827586207
0,approach,A18_025,HC,Y,2018_05_16,1,33811,30,NA,NA,4,6,85422.8,49600.3,NA,NA,Alex,Stock(19),Old_Stock,NA,22,26,0.346153846153846
0,approach,A18_041,HC,Y,2018_05_16,1,33813,22,NA,NA,4,6,85422.8,49600.3,NA,NA,Alex,Stock(48),Old_Stock,NA,22,25,0.36
1,approach,A18_037,HC,Y,2018_05_16,1,34004,14,NA,NA,4,6,88178.4,85422.8,NA,NA,Alex,Stock(45),Old_Stock,NA,22,27,0.259259259259259
1,approach,A18_037,HC,Y,2018_05_16,1,34674,14,NA,NA,4,6,88178.4,66133.8,NA,NA,Alex,Stock(45),Old_Stock,NA,22,27,0.259259259259259
0,court_init,A18_001,TLC,N,2018_05_16,1,34849,35,NA,NA,4,6,93689.5,88178.4,NA,NA,Alex,Stock(38),NA,NA,22,27,0.37037037037037
1,approach,A18_041,HC,Y,2018_05_16,1,35034,22,NA,NA,4,6,93689.5,88178.4,NA,NA,Alex,Stock(48),Old_Stock,NA,22,25,0.36
0,approach,A18_038,HC,Y,2018_05_16,1,35162,26,NA,NA,4,6,93689.5,93689.5,NA,NA,Alex,Stock(23),Old_Stock,NA,22,23,0.391304347826087
0,court_init,A18_038,HC,Y,2018_05_16,1,35175,26,NA,NA,4,6,93689.5,93689.5,NA,NA,Alex,Stock(23),Old_Stock,NA,22,23,0.391304347826087
0,court_init,A18_034,TLC,N,2018_05_16,1,35179,14,NA,NA,4,6,93689.5,93689.5,NA,NA,Alex,Stock(38),NA,NA,22,28,0.357142857142857
0,approach,A18_038,HC,Y,2018_05_16,1,35199,26,NA,NA,4,6,93689.5,93689.5,NA,NA,Alex,Stock(23),Old_Stock,NA,22,23,0.391304347826087
0,approach,A18_034,TLC,N,2018_05_16,1,35443,14,NA,NA,4,6,93689.5,93689.5,NA,NA,Alex,Stock(38),NA,NA,22,28,0.357142857142857
0,approach,A18_038,HC,Y,2018_05_16,1,35701,26,NA,NA,4,6,93689.5,99200.7,NA,NA,Alex,Stock(23),Old_Stock,NA,22,23,0.391304347826087
0,approach,A18_045,TLC,N,2018_05_16,1,35778,9,NA,NA,4,6,93689.5,99200.7,NA,NA,Alex,Stock(12),NA,NA,22,26,0.307692307692308
0,approach,A18_045,TLC,N,2018_05_16,1,35814,9,NA,NA,4,6,93689.5,99200.7,NA,NA,Alex,Stock(12),NA,NA,22,26,0.307692307692308
1,approach,A18_038,HC,Y,2018_05_16,1,35837,26,NA,NA,4,6,93689.5,99200.7,NA,NA,Alex,Stock(23),Old_Stock,NA,22,23,0.391304347826087
0,approach,A18_038,HC,Y,2018_05_16,1,35841,26,NA,NA,4,6,93689.5,99200.7,NA,NA,Alex,Stock(23),Old_Stock,NA,22,23,0.391304347826087
1,court_init,A18_045,TLC,N,2018_05_16,1,35842,9,NA,NA,4,6,93689.5,99200.7,NA,NA,Alex,Stock(12),NA,NA,22,26,0.307692307692308
0,approach,A18_001,TLC,N,2018_05_16,1,35916,35,NA,NA,4,6,93689.5,99200.7,NA,NA,Alex,Stock(38),NA,NA,22,27,0.37037037037037
0,approach,A18_001,TLC,N,2018_05_16,1,35979,35,NA,NA,4,6,82667.2,93689.5,NA,NA,Alex,Stock(38),NA,NA,22,27,0.37037037037037
0,approach,A18_038,HC,Y,2018_05_16,1,36157,26,NA,NA,4,6,8266.7,85422.8,NA,NA,Alex,Stock(23),Old_Stock,NA,22,23,0.391304347826087
1,approach,A18_025,HC,Y,2018_05_16,1,36194,30,NA,NA,4,6,6544.5,88178.4,NA,NA,Alex,Stock(19),Old_Stock,NA,22,26,0.346153846153846
0,approach,A18_025,HC,Y,2018_05_16,1,36357,30,NA,NA,4,6,6200,93689.5,NA,NA,Alex,Stock(19),Old_Stock,NA,22,26,0.346153846153846
1,court_init,A18_045,TLC,N,2018_05_16,1,36446,9,NA,NA,4,6,6200,93689.5,NA,NA,Alex,Stock(12),NA,NA,22,26,0.307692307692308
0,approach,A18_025,HC,Y,2018_05_16,1,36524,30,NA,NA,4,6,5511.1,93689.5,NA,NA,Alex,Stock(19),Old_Stock,NA,22,26,0.346153846153846
0,court_init,A18_040,HC,Y,2018_05_16,2,36919,19,NA,NA,2,1,104711.8,110223,NA,NA,Alex,Stock(19),Old_Stock,NA,22,41,0.463414634146341
1,approach,A18_045,TLC,N,2018_05_16,2,36926,9,NA,NA,2,1,104711.8,110223,NA,NA,Alex,Stock(12),NA,NA,22,42,0.380952380952381
0,approach,A18_040,HC,Y,2018_05_16,2,36977,19,NA,NA,2,1,4650,104711.8,NA,NA,Alex,Stock(19),Old_Stock,NA,22,41,0.463414634146341
1,approach,A18_045,TLC,N,2018_05_16,2,37014,9,NA,NA,2,1,104711.8,104711.8,NA,NA,Alex,Stock(12),NA,NA,22,42,0.380952380952381
0,court_init,A18_035,HC,Y,2018_05_16,2,37079,14,NA,NA,2,1,104711.8,104711.8,NA,NA,Alex,Stock(45),Old_Stock,NA,22,46,0.41304347826087
0,approach,A18_038,HC,Y,2018_05_16,2,37164,26,NA,NA,2,1,99200.7,110223,NA,NA,Alex,Stock(23),Old_Stock,NA,22,37,0.324324324324324
0,court_init,A18_040,HC,Y,2018_05_16,2,37221,19,NA,NA,2,1,52355.9,104711.8,NA,NA,Alex,Stock(19),Old_Stock,NA,22,41,0.463414634146341
0,approach,A18_040,HC,Y,2018_05_16,2,37281,19,NA,NA,2,1,15844.5,104711.8,NA,NA,Alex,Stock(19),Old_Stock,NA,22,41,0.463414634146341
1,approach,A18_038,HC,Y,2018_05_16,2,37358,26,NA,NA,2,1,38578,104711.8,NA,NA,Alex,Stock(23),Old_Stock,NA,22,37,0.324324324324324
0,approach,A18_034,TLC,N,2018_05_16,2,37363,14,NA,NA,2,1,37200.2,104711.8,NA,NA,Alex,Stock(38),NA,NA,22,47,0.425531914893617
0,court_init,A18_045,TLC,N,2018_05_16,2,37407,9,NA,NA,2,1,28933.5,104711.8,NA,NA,Alex,Stock(12),NA,NA,22,42,0.380952380952381
1,approach,A18_038,HC,Y,2018_05_16,2,37433,26,NA,NA,2,1,16533.4,104711.8,NA,NA,Alex,Stock(23),Old_Stock,NA,22,37,0.324324324324324
1,court_init,A18_048,TLCxHC,Y,2018_05_16,2,37436,4,NA,NA,2,1,13089,104711.8,NA,NA,Alex,C18_002,NA,line1,22,45,0.4
1,court_init,A18_037,HC,Y,2018_05_16,2,37439,14,NA,NA,2,1,12400.1,110223,NA,NA,Alex,Stock(45),Old_Stock,NA,22,45,0.4
0,approach,A18_038,HC,Y,2018_05_16,2,37541,26,NA,NA,2,1,7577.8,110223,NA,NA,Alex,Stock(23),Old_Stock,NA,22,37,0.324324324324324
0,approach,A18_037,HC,Y,2018_05_16,2,37564,14,NA,NA,2,1,8266.7,110223,NA,NA,Alex,Stock(45),Old_Stock,NA,22,45,0.4
0,approach,A18_040,HC,Y,2018_05_16,2,37574,19,NA,NA,2,1,7577.8,110223,NA,NA,Alex,Stock(19),Old_Stock,NA,22,41,0.463414634146341
0,approach,A18_046,TLC,N,2018_05_16,2,37888,9,NA,NA,2,1,6200,110223,NA,NA,Alex,Stock(47),NA,NA,22,48,0.416666666666667
1,court_init,A18_038,HC,Y,2018_05_16,2,37925,26,NA,NA,2,1,6200,115734.1,NA,NA,Alex,Stock(23),Old_Stock,NA,22,37,0.324324324324324
0,approach,A18_045,TLC,N,2018_05_16,2,37958,9,NA,NA,2,1,6200,115734.1,NA,NA,Alex,Stock(12),NA,NA,22,42,0.380952380952381
1,court_init,A18_038,HC,Y,2018_05_16,2,37997,26,NA,NA,2,1,6200,115734.1,NA,NA,Alex,Stock(23),Old_Stock,NA,22,37,0.324324324324324
1,approach,A18_038,HC,Y,2018_05_16,2,38014,26,NA,NA,2,1,6200,115734.1,NA,NA,Alex,Stock(23),Old_Stock,NA,22,37,0.324324324324324
1,court_init,A18_037,HC,Y,2018_05_16,2,38042,14,NA,NA,2,1,6200,115734.1,NA,NA,Alex,Stock(45),Old_Stock,NA,22,45,0.4
0,approach,A18_001,TLC,N,2018_05_16,2,38064,35,NA,NA,2,1,6200,115734.1,NA,NA,Alex,Stock(38),NA,NA,22,46,0.434782608695652
0,approach,A18_037,HC,Y,2018_05_16,2,38315,14,NA,NA,2,1,7577.8,110223,NA,NA,Alex,Stock(45),Old_Stock,NA,22,45,0.4
0,court_init,A18_039,HC,Y,2018_05_16,2,38334,16,NA,NA,2,1,11711.2,110223,NA,NA,Alex,Stock(48),Old_Stock,NA,22,47,0.404255319148936
1,court_init,A18_038,HC,Y,2018_05_16,2,38347,26,NA,NA,2,1,15155.7,110223,NA,NA,Alex,Stock(23),Old_Stock,NA,22,37,0.324324324324324
0,approach,A18_045,TLC,N,2018_05_16,2,38424,9,NA,NA,2,1,13777.9,115734.1,NA,NA,Alex,Stock(12),NA,NA,22,42,0.380952380952381
1,court_init,A18_039,HC,Y,2018_05_16,2,38433,16,NA,NA,2,1,11711.2,115734.1,NA,NA,Alex,Stock(48),Old_Stock,NA,22,47,0.404255319148936
1,court_init,A18_038,HC,Y,2018_05_16,2,38514,26,NA,NA,2,1,6544.5,115734.1,NA,NA,Alex,Stock(23),Old_Stock,NA,22,37,0.324324324324324
0,approach,A18_040,HC,Y,2018_05_16,2,39084,19,NA,NA,2,1,7233.4,115734.1,NA,NA,Alex,Stock(19),Old_Stock,NA,22,41,0.463414634146341
1,court_init,A18_035,HC,Y,2018_05_16,2,39115,14,NA,NA,2,1,7233.4,115734.1,NA,NA,Alex,Stock(45),Old_Stock,NA,22,46,0.41304347826087
0,approach,A18_025,HC,Y,2018_05_16,2,39146,30,NA,NA,2,1,7233.4,115734.1,NA,NA,Alex,Stock(19),Old_Stock,NA,22,48,0.416666666666667
0,court_init,A18_035,HC,Y,2018_05_16,2,39149,14,NA,NA,2,1,7233.4,115734.1,NA,NA,Alex,Stock(45),Old_Stock,NA,22,46,0.41304347826087
0,approach,A18_040,HC,Y,2018_05_16,2,39209,19,NA,NA,2,1,7233.4,110223,NA,NA,Alex,Stock(19),Old_Stock,NA,22,41,0.463414634146341
1,court_init,A18_040,HC,Y,2018_05_16,2,39215,19,NA,NA,2,1,7233.4,110223,NA,NA,Alex,Stock(19),Old_Stock,NA,22,41,0.463414634146341
1,approach,A18_045,TLC,N,2018_05_16,2,39276,9,NA,NA,2,1,7577.8,104711.8,NA,NA,Alex,Stock(12),NA,NA,22,42,0.380952380952381
0,court_init,A18_038,HC,Y,2018_05_16,2,39325,26,NA,NA,2,1,7577.8,104711.8,NA,NA,Alex,Stock(23),Old_Stock,NA,22,37,0.324324324324324
0,approach,A18_001,TLC,N,2018_05_16,2,39399,35,NA,NA,2,1,8611.2,99200.7,NA,NA,Alex,Stock(38),NA,NA,22,46,0.434782608695652
0,approach,A18_042,TLC,N,2018_05_16,2,39761,12,NA,NA,2,1,19977.9,110223,NA,NA,Alex,Stock(38),NA,NA,22,48,0.416666666666667
0,approach,A18_048,TLCxHC,Y,2018_05_16,2,39784,4,NA,NA,2,1,15844.5,110223,NA,NA,Alex,C18_002,NA,line1,22,45,0.4
0,approach,A18_048,TLCxHC,Y,2018_05_16,2,39976,4,NA,NA,2,1,41333.6,104711.8,NA,NA,Alex,C18_002,NA,line1,22,45,0.4
1,approach,A18_038,HC,Y,2018_05_16,2,39984,26,NA,NA,2,1,39955.8,104711.8,NA,NA,Alex,Stock(23),Old_Stock,NA,22,37,0.324324324324324
1,approach,A18_045,TLC,N,2018_05_16,2,40071,9,NA,NA,2,1,7577.8,88178.4,NA,NA,Alex,Stock(12),NA,NA,22,42,0.380952380952381
0,approach,A18_034,TLC,N,2018_05_16,2,40157,14,NA,NA,2,1,14466.8,6200,NA,NA,Alex,Stock(38),NA,NA,22,47,0.425531914893617
0,approach,A18_001,TLC,N,2018_05_16,2,40166,35,NA,NA,2,1,15155.7,10677.8,NA,NA,Alex,Stock(38),NA,NA,22,46,0.434782608695652
1,court_init,A18_048,TLCxHC,Y,2018_05_16,2,40196,4,NA,NA,2,1,18600.1,88178.4,NA,NA,Alex,C18_002,NA,line1,22,45,0.4
0,approach,A18_038,HC,Y,2018_05_16,2,40402,26,NA,NA,2,1,12400.1,88178.4,NA,NA,Alex,Stock(23),Old_Stock,NA,22,37,0.324324324324324
1,court_init,A18_010,HC,Y,2018_05_16,2,40410,42,NA,NA,2,1,12400.1,88178.4,NA,NA,Alex,Stock(48),Old_Stock,NA,22,48,0.395833333333333
0,court_init,A18_045,TLC,N,2018_05_16,3,40591,9,NA,NA,6,2,6544.5,7577.8,NA,NA,Alex,Stock(12),NA,NA,22,14,0.0714285714285714
0,court_init,A18_045,TLC,N,2018_05_16,3,40751,9,NA,NA,6,2,7233.4,8611.2,NA,NA,Alex,Stock(12),NA,NA,22,14,0.0714285714285714
0,approach,A18_009,HC,Y,2018_05_16,3,41018,37,NA,NA,6,2,7577.8,17222.3,NA,NA,Alex,Stock(19),Old_Stock,NA,22,16,0.125
0,approach,A18_025,HC,Y,2018_05_16,3,41116,30,NA,NA,6,2,8266.7,10333.4,NA,NA,Alex,Stock(19),Old_Stock,NA,22,16,0.125
0,court_init,A18_042,TLC,N,2018_05_16,3,41131,12,NA,NA,6,2,8266.7,9300.1,NA,NA,Alex,Stock(38),NA,NA,22,14,0.0714285714285714
0,court_init,A18_037,HC,Y,2018_05_16,3,41390,14,NA,NA,6,2,9300.1,8611.2,NA,NA,Alex,Stock(45),Old_Stock,NA,22,15,0.133333333333333
0,court_init,A18_042,TLC,N,2018_05_16,3,41692,12,NA,NA,6,2,9644.5,9300.1,NA,NA,Alex,Stock(38),NA,NA,22,14,0.0714285714285714
0,approach,A18_038,HC,Y,2018_05_16,3,42395,26,NA,NA,6,2,11711.2,11711.2,NA,NA,Alex,Stock(23),Old_Stock,NA,22,15,0.133333333333333
0,court_init,A18_040,HC,Y,2018_05_16,3,42516,19,NA,NA,6,2,9300.1,10677.8,NA,NA,Alex,Stock(19),Old_Stock,NA,22,14,0.142857142857143
0,approach,A18_041,HC,Y,2018_05_16,3,42517,22,NA,NA,6,2,9300.1,10677.8,NA,NA,Alex,Stock(48),Old_Stock,NA,22,16,0.125
0,approach,A18_037,HC,Y,2018_05_16,3,42682,14,NA,NA,6,2,11711.2,12400.1,NA,NA,Alex,Stock(45),Old_Stock,NA,22,15,0.133333333333333
1,approach,A18_042,TLC,N,2018_05_16,3,42902,12,NA,NA,6,2,9300.1,10333.4,NA,NA,Alex,Stock(38),NA,NA,22,14,0.0714285714285714
0,court_init,A18_038,HC,Y,2018_05_16,3,43060,26,NA,NA,6,2,11022.3,10677.8,NA,NA,Alex,Stock(23),Old_Stock,NA,22,15,0.133333333333333
0,court_init,A18_040,HC,Y,2018_05_16,3,43368,19,NA,NA,6,2,10333.4,10333.4,NA,NA,Alex,Stock(19),Old_Stock,NA,22,14,0.142857142857143
1,approach,A18_045,TLC,N,2018_05_16,3,43513,9,NA,NA,6,2,11022.3,10677.8,NA,NA,Alex,Stock(12),NA,NA,22,14,0.0714285714285714
0,court_init,A18_040,HC,Y,2018_05_16,3,44043,19,NA,NA,6,2,10333.4,11022.3,NA,NA,Alex,Stock(19),Old_Stock,NA,22,14,0.142857142857143
0,approach,A18_048,TLCxHC,Y,2018_05_16,3,44652,4,NA,NA,6,2,10333.4,12400.1,NA,NA,Alex,C18_002,NA,line1,22,16,0.125
1,court_init,A18_041,HC,Y,2018_05_16,4,45013,22,NA,NA,1,4,16533.4,10333.4,NA,NA,Alex,Stock(48),Old_Stock,NA,22,27,0.777777777777778
1,approach,A18_038,HC,Y,2018_05_16,4,45183,26,NA,NA,1,4,15844.5,9644.5,NA,NA,Alex,Stock(23),Old_Stock,NA,22,20,0.7
1,approach,A18_009,HC,Y,2018_05_16,4,45608,37,NA,NA,1,4,16533.4,10333.4,NA,NA,Alex,Stock(19),Old_Stock,NA,22,28,0.75
1,court_init,A18_040,HC,Y,2018_05_16,4,45961,19,NA,NA,1,4,14466.8,7577.8,NA,NA,Alex,Stock(19),Old_Stock,NA,22,24,0.791666666666667
1,approach,A18_037,HC,Y,2018_05_16,4,46089,14,NA,NA,1,4,12400.1,9300.1,NA,NA,Alex,Stock(45),Old_Stock,NA,22,26,0.769230769230769
0,court_init,A18_037,HC,Y,2018_05_16,4,46498,14,NA,NA,1,4,11022.3,8611.2,NA,NA,Alex,Stock(45),Old_Stock,NA,22,26,0.769230769230769
1,approach,A18_037,HC,Y,2018_05_16,4,46983,14,NA,NA,1,4,10333.4,8611.2,NA,NA,Alex,Stock(45),Old_Stock,NA,22,26,0.769230769230769
0,court_init,A18_040,HC,Y,2018_05_16,4,47080,19,NA,NA,1,4,9644.5,7577.8,NA,NA,Alex,Stock(19),Old_Stock,NA,22,24,0.791666666666667
0,court_init,A18_041,HC,Y,2018_05_16,4,49010,22,NA,NA,1,4,9300.1,7577.8,NA,NA,Alex,Stock(48),Old_Stock,NA,22,27,0.777777777777778
1,court_init,A18_038,HC,Y,2018_05_16,4,49497,26,NA,NA,1,4,7233.4,9644.5,NA,NA,Alex,Stock(23),Old_Stock,NA,22,20,0.7
1,approach,A18_025,HC,Y,2018_05_16,4,49526,30,NA,NA,1,4,7233.4,9644.5,NA,NA,Alex,Stock(19),Old_Stock,NA,22,26,0.730769230769231
1,approach,A18_038,HC,Y,2018_05_16,4,49636,26,NA,NA,1,4,7577.8,28933.5,NA,NA,Alex,Stock(23),Old_Stock,NA,22,20,0.7
1,approach,A18_010,HC,Y,2018_05_16,4,49789,42,NA,NA,1,4,11711.2,28933.5,NA,NA,Alex,Stock(48),Old_Stock,NA,22,28,0.75
1,approach,A18_040,HC,Y,2018_05_16,4,50142,19,NA,NA,1,4,19977.9,6544.5,NA,NA,Alex,Stock(19),Old_Stock,NA,22,24,0.791666666666667
1,approach,A18_025,HC,Y,2018_05_16,4,50181,30,NA,NA,1,4,23422.4,6544.5,NA,NA,Alex,Stock(19),Old_Stock,NA,22,26,0.730769230769231
1,approach,A18_038,HC,Y,2018_05_16,4,50208,26,NA,NA,1,4,20666.8,6544.5,NA,NA,Alex,Stock(23),Old_Stock,NA,22,20,0.7
1,approach,A18_040,HC,Y,2018_05_16,4,50217,19,NA,NA,1,4,13089,6544.5,NA,NA,Alex,Stock(19),Old_Stock,NA,22,24,0.791666666666667
1,court_init,A18_051,TLCxHC,Y,2018_05_16,4,50338,3,NA,NA,1,4,9300.1,6544.5,NA,NA,Alex,C18_002,NA,line1,22,26,0.730769230769231
1,court_init,A18_051,TLCxHC,Y,2018_05_16,4,50346,3,NA,NA,1,4,7233.4,6544.5,NA,NA,Alex,C18_002,NA,line1,22,26,0.730769230769231
1,court_init,A18_051,TLCxHC,Y,2018_05_16,4,50408,3,NA,NA,1,4,7577.8,7233.4,NA,NA,Alex,C18_002,NA,line1,22,26,0.730769230769231
1,approach,A18_038,HC,Y,2018_05_16,4,50409,26,NA,NA,1,4,7577.8,6544.5,NA,NA,Alex,Stock(23),Old_Stock,NA,22,20,0.7
0,approach,A18_045,TLC,N,2018_05_16,4,50503,9,NA,NA,1,4,8266.7,8266.7,NA,NA,Alex,Stock(12),NA,NA,22,28,0.785714285714286
1,court_init,A18_038,HC,Y,2018_05_16,4,50682,26,NA,NA,1,4,14466.8,11711.2,NA,NA,Alex,Stock(23),Old_Stock,NA,22,20,0.7
1,approach,A18_038,HC,Y,2018_05_16,4,50811,26,NA,NA,1,4,93689.5,12400.1,NA,NA,Alex,Stock(23),Old_Stock,NA,22,20,0.7
